A-A
-0.02376672195774872
10.0
10.0
10.0
10.0
-0.051795445557992315
-0.28836745199505504
10.0
-0.9056674098797542
10.0
-0.21504947990850132
0.1505111963344642
0.017625963200476342
0.0485750995595706
-0.021060828581823867
0.2315057831455574
0.24486974470353884
0.19206904387608428
0.24046062579848376
0.16127937975085896
10.0
