C-G
10.0
10.0
10.0
10.0
10.0
-0.4876096663339669
-0.7241816727710296
-1.4876096663339669
-1.341481630655729
-1.0954992013226532
-0.650863700684476
-0.2853030244415104
-0.4181882575754983
-0.387239121216404
-0.45687504935779844
-0.20430843763041728
-0.19094447607243575
-0.24374517689989028
-0.1953535949774908
-0.27453484102511566
10.0
