A-U
10.0
10.0
10.0
10.0
-1.4586378490256493
0.11539341870206953
-0.12117858773499317
-0.8846065812979305
-0.7384785456196924
-0.4924961162866167
-0.04786061564843946
0.31770006059452605
0.18481482746053812
0.21576396381963245
0.146128035678238
0.39869464740561916
0.4120586089636007
0.35925790813614616
0.40764949005854567
0.3284682440109208
10.0
