U-G
10.0
10.0
10.0
10.0
10.0
-0.18374422328420678
-0.4203162297212695
10.0
-1.0376161876059689
-0.7916337582728931
-0.34699825763471576
0.01856241860824969
-0.11432281452573821
-0.08337367816664384
-0.15300960630803825
0.09955700541934283
0.1129209669773244
0.060120266149869865
0.10851184807226931
0.029330602024644523
10.0
