U-C
10.0
10.0
10.0
10.0
10.0
0.03307645880158612
-0.20349554763547653
-0.9669235411984138
-0.8207955055201758
-0.5748130761871001
-0.1301775755489228
0.23538310069404267
0.10249786756005472
0.13344700391914904
0.06381107577775465
0.31637768750513573
0.32974164906311726
0.27694094823566284
0.32533253015806224
0.24615128411043735
10.0
