A-C
10.0
10.0
10.0
10.0
10.0
-0.12493873660829992
-0.3615107430453627
-1.1249387366083
-0.978810700930062
-0.7328282715969863
-0.2881927709588089
0.0773679052841565
-0.05551732784983142
-0.024568191490737027
-0.09420411963213153
0.15836249209524966
0.17172645365323114
0.11892575282577664
0.1673173347481761
0.08813608870055126
10.0
