A-G
10.0
10.0
10.0
10.0
-1.9017306917292187
-0.32769942400149993
-0.5642714304385626
-1.3276994240014999
-1.181571388323262
-0.9355889589901862
-0.49095345835200893
-0.12539278210904345
-0.25827801524303134
-0.22732887888393696
-0.2969648070253314
-0.044398195297950256
-0.03103423373996873
-0.08383493456742327
-0.03544335264502383
-0.11462459869264867
10.0
