U-U
0.3467874862246564
10.0
10.0
10.0
10.0
0.3187587626244127
0.08218675618735007
10.0
10.0
10.0
0.15550472827390374
0.5210654045168692
0.38818017138288136
0.4191293077419757
0.34949337960058124
0.6020599913279624
0.6154239528859439
0.5626232520584894
0.6110148339808888
0.531833587933264
10.0
